material,year,country,route,energy_MJ_per_kg,emissions_kgCO2e_per_kg,mining_energy_MJ_per_kg,smelting_energy_MJ_per_kg,refining_energy_MJ_per_kg,fabrication_energy_MJ_per_kg,recycled_content_frac,recycling_efficiency_frac,recycled_output_kg_per_kg,loop_closing_potential_USD_per_kg,reuse_potential_score,repairability_score,product_lifetime_years,end_of_life_route,transport_distance_km,transport_mode,electricity_grid_renewable_pct,renewable_electricity_frac,material_criticality_score,economic_value_USD_per_kg,circularity_index_default,missing_data_flag,V_kg,recovered_kg,W_kg,LFI,lifespan_clipped,F,MCI_raw,MCI,MCI_percent
Lithium,2023,Brazil,Secondary,25.637,3.006,6.273,3.353,1.591,14.419,0.729,0.739,0.538,15.249,0.171,0.276,3.8,Recycled,2.2,Truck,36.0,0.36,0.132,28.344,0.529,0,0.271,0.538,0.462,0.3665,3.8,3.552632,-0.30203962799999995,0.0,0.0
Aluminium,2018,USA,Secondary,6.353,0.585,0.576,0.575,0.324,4.878,0.823,0.898,0.739,0.738,0.337,0.609,13.1,Landfill,85.8,Ship,26.3,0.263,0.117,0.999,0.639,0,0.177,0.739,0.261,0.219,13.1,1.030534,0.774313054,0.774313,77.43
Steel,2021,China,Secondary,5.435,0.942,0.488,0.871,0.482,3.594,0.793,0.754,0.598,0.453,0.322,0.646,6.4,Recycled,554.5,Rail,1.4,0.014,0.046,0.757,0.54,0,0.207,0.598,0.402,0.3045,6.4,2.109375,0.3576953125,0.357695,35.77
Steel,2021,China,Primary,17.168,2.133,4.969,7.368,2.504,2.326,0.016,0.3,0.005,0.005,0.53,0.645,9.1,Landfill,153.1,Truck,45.5,0.455,0.039,1.015,0.329,0,0.984,0.005,0.995,0.9895,9.1,1.483516,-0.46793908200000023,0.0,0.0
Aluminium,2024,Canada,Secondary,6.622,0.508,0.149,0.44,0.276,5.757,0.837,0.819,0.685,0.921,0.427,0.533,5.3,Recycled,491.3,Truck+Ship,46.4,0.464,0.198,1.344,0.665,0,0.163,0.685,0.315,0.239,5.3,2.54717,0.39122637000000005,0.391226,39.12
Cobalt,2018,Canada,Primary,99.564,11.035,40.679,30.749,17.427,10.71,0.028,0.3,0.008,0.297,0.219,0.352,9.8,Downcycled,355.5,Truck+Ship,7.8,0.078,0.264,37.099,0.181,0,0.972,0.008,0.992,0.982,9.8,1.377551,-0.35275508200000005,0.0,0.0
Zinc,2023,Canada,Secondary,7.241,0.952,0.454,1.104,0.693,4.99,0.658,0.742,0.488,1.064,0.393,0.544,7.8,Recycled,595.1,Truck+Ship,11.6,0.116,0.165,2.181,0.524,0,0.342,0.488,0.512,0.427,7.8,1.730769,0.26096163699999997,0.260962,26.1
Cobalt,2020,USA,Primary,80.054,11.685,29.76,31.742,14.417,4.135,0.014,0.534,0.007,0.225,0.407,0.104,7.6,Recycled,85.1,Air,35.7,0.357,0.777,32.206,0.307,0,0.986,0.007,0.993,0.9895,7.6,1.776316,-0.7576646820000001,0.0,0.0
Steel,2024,China,Primary,23.209,2.31,6.713,10.337,3.436,2.722,0.04,0.3,0.012,0.01,0.635,0.431,11.3,Landfill,31.3,Air,20.2,0.202,0.27,0.837,0.279,0,0.96,0.012,0.988,0.974,11.3,1.19469,-0.16362805999999996,0.0,0.0
Nickel,2022,China,Primary,54.198,8.441,17.256,27.778,4.658,4.505,0.071,0.361,0.026,0.539,0.24,0.163,2.2,Recycled,198.2,Truck+Ship,47.4,0.474,0.04,20.743,0.273,0,0.929,0.026,0.974,0.9515,2.2,6.136364,-4.838750346,0.0,0.0
Steel,2018,Brazil,Primary,20.846,2.458,5.82,8.618,3.1,3.308,0.016,0.3,0.005,0.006,0.628,0.795,9.6,Recycled,332.5,Truck+Ship,38.7,0.387,0.157,1.158,0.345,0,0.984,0.005,0.995,0.9895,9.6,1.40625,-0.3914843750000001,0.0,0.0
Aluminium,2020,USA,Secondary,6.218,0.937,0.441,0.22,0.223,5.333,0.791,0.848,0.671,0.905,0.348,0.501,11.9,Downcycled,31.7,Truck,33.2,0.332,0.477,1.349,0.621,0,0.209,0.671,0.329,0.269,11.9,1.134454,0.6948318739999999,0.694832,69.48
Steel,2019,Australia,Primary,18.269,1.871,5.927,7.308,2.695,2.339,0.011,0.41,0.005,0.004,0.227,0.25,7.7,Recycled,25.7,Truck,53.7,0.537,0.147,0.842,0.292,0,0.989,0.005,0.995,0.992,7.7,1.753247,-0.7392210239999999,0.0,0.0
Aluminium,2022,Chile,Primary,60.707,13.03,7.14,39.464,7.4,6.703,0.023,0.462,0.011,0.02,0.345,0.77,7.2,Landfill,179.9,Ship,5.8,0.058,0.236,1.842,0.285,0,0.977,0.011,0.989,0.983,7.2,1.875,-0.8431249999999999,0.0,0.0
Lithium,2024,India,Secondary,26.844,2.658,6.628,4.082,2.128,14.006,0.748,0.822,0.615,27.395,0.104,0.228,6.0,Recycled,17.2,Ship,44.0,0.44,0.1,44.544,0.56,0,0.252,0.615,0.385,0.3185,6.0,2.25,0.28337499999999993,0.283375,28.34
Aluminium,2020,China,Secondary,5.715,0.528,0.167,0.602,0.328,4.618,0.677,0.705,0.477,0.597,0.637,0.783,8.5,Recycled,414.4,Truck,17.9,0.179,0.5,1.252,0.59,0,0.323,0.477,0.523,0.423,8.5,1.588235,0.32817659499999996,0.328177,32.82
Aluminium,2023,Canada,Secondary,6.558,0.674,0.465,0.612,0.568,4.913,0.69,0.864,0.597,0.72,0.209,0.575,6.0,Recycled,968.2,Truck,24.2,0.242,0.135,1.206,0.569,0,0.31,0.597,0.403,0.3565,6.0,2.25,0.19787500000000002,0.197875,19.79
Copper,2022,Chile,Secondary,8.511,1.32,0.498,1.053,0.69,6.27,0.86,0.877,0.754,3.614,0.537,0.677,9.5,Recycled,40.0,Truck,44.7,0.447,0.146,4.793,0.716,0,0.14,0.754,0.246,0.193,9.5,1.421053,0.725736771,0.725737,72.57
Nickel,2023,China,Secondary,18.472,2.647,1.595,2.75,1.293,12.832,0.732,0.938,0.686,12.847,0.427,0.359,5.3,Recycled,58.6,Ship,48.7,0.487,0.294,18.727,0.662,0,0.268,0.686,0.314,0.291,5.3,2.54717,0.25877353000000003,0.258774,25.88
Aluminium,2021,Chile,Secondary,6.026,1.278,0.184,0.293,0.421,5.128,0.751,0.785,0.589,0.885,0.356,0.819,8.3,Recycled,387.7,Truck,27.2,0.272,0.106,1.503,0.613,0,0.249,0.589,0.411,0.33,8.3,1.626506,0.46325302,0.463253,46.33
Aluminium,2020,Brazil,Secondary,5.301,0.843,0.324,0.449,0.152,4.376,0.78,0.779,0.608,0.697,0.398,0.41,7.8,Recycled,111.9,Truck,60.8,0.608,0.04,1.146,0.651,0,0.22,0.608,0.392,0.306,7.8,1.730769,0.47038468600000005,0.470385,47.04
Aluminium,2023,China,Primary,53.25,9.693,7.395,36.651,4.155,5.05,0.01,0.424,0.004,0.007,0.215,0.669,7.4,Landfill,25.3,Ship,29.9,0.299,0.262,1.732,0.289,0,0.99,0.004,0.996,0.993,7.4,1.824324,-0.8115537320000001,0.0,0.0
Zinc,2020,India,Secondary,7.572,1.131,0.578,0.916,0.633,5.444,0.77,0.938,0.723,0.967,0.135,0.418,1.2,Recycled,261.3,Ship,36.9,0.369,0.439,1.338,0.61,0,0.23,0.723,0.277,0.2535,1.2,11.25,-1.8518750000000002,0.0,0.0
Zinc,2018,India,Primary,35.314,3.86,10.501,15.279,4.713,4.821,0.021,0.3,0.006,0.015,0.415,0.456,7.6,Recycled,145.4,Rail,84.3,0.843,0.279,2.493,0.372,0,0.979,0.006,0.994,0.9865,7.6,1.776316,-0.7523357340000001,0.0,0.0
Copper,2024,China,Secondary,6.618,0.923,0.324,0.542,0.697,5.055,0.802,0.775,0.622,2.648,0.334,0.557,9.6,Incinerated,525.5,Rail,56.1,0.561,0.28,4.258,0.651,0,0.198,0.622,0.378,0.288,9.6,1.40625,0.595,0.595,59.5
Lithium,2023,Canada,Primary,97.616,9.121,48.485,23.423,10.828,14.88,0.049,0.3,0.015,0.735,0.436,0.436,0.5,Cascaded,160.2,Truck,22.9,0.229,0.423,49.001,0.257,0,0.951,0.015,0.985,0.968,0.5,27.0,-25.136,0.0,0.0
Aluminium,2024,Canada,Primary,71.917,11.037,13.255,42.166,7.936,8.56,0.019,0.3,0.006,0.01,0.569,0.678,12.3,Recycled,155.9,Truck,0.0,0.0,0.139,1.617,0.248,0,0.981,0.006,0.994,0.9875,12.3,1.097561,-0.08384148749999998,0.0,0.0
Steel,2023,Brazil,Secondary,8.118,0.731,0.732,1.085,0.346,5.955,0.69,0.829,0.572,0.396,0.31,0.726,8.3,Landfill,130.9,Truck+Ship,7.3,0.073,0.23,0.693,0.555,0,0.31,0.572,0.428,0.369,8.3,1.626506,0.39981928600000005,0.399819,39.98
Steel,2022,Australia,Primary,19.228,1.9,5.499,8.105,3.164,2.46,0.018,0.3,0.005,0.005,0.446,0.793,10.3,Recycled,94.7,Truck,8.7,0.087,0.117,1.046,0.258,0,0.982,0.005,0.995,0.9885,10.3,1.31068,-0.2956071800000002,0.0,0.0
Copper,2023,Australia,Secondary,7.829,1.176,0.688,0.631,0.588,5.921,0.694,0.928,0.644,3.104,0.572,0.488,7.0,Recycled,82.0,Truck,15.5,0.155,0.578,4.82,0.617,0,0.306,0.644,0.356,0.331,7.0,1.928571,0.36164299899999997,0.361643,36.16
Lithium,2020,USA,Primary,98.692,8.48,49.773,19.787,15.912,13.22,0.013,0.477,0.006,0.27,0.237,0.285,1.9,Downcycled,579.0,Truck,59.3,0.593,0.101,45.083,0.329,0,0.987,0.006,0.994,0.9905,1.9,7.105263,-6.0377630015,0.0,0.0
Zinc,2019,Brazil,Secondary,7.976,1.19,0.874,1.276,0.649,5.177,0.771,0.882,0.68,1.229,0.39,0.585,7.9,Recycled,677.5,Ship,36.6,0.366,0.249,1.807,0.648,0,0.229,0.68,0.32,0.2745,7.9,1.708861,0.5309176554999999,0.530918,53.09
Cobalt,2023,Chile,Primary,67.384,13.205,26.96,23.724,9.454,7.245,0.031,0.3,0.009,0.385,0.51,0.162,0.5,Recycled,75.7,Truck+Ship,42.6,0.426,0.193,42.751,0.276,0,0.969,0.009,0.991,0.98,0.5,27.0,-25.46,0.0,0.0
Aluminium,2020,Germany,Primary,57.392,16.136,6.195,38.294,6.494,6.409,0.043,0.3,0.013,0.017,0.325,0.292,9.5,Recycled,31.3,Truck+Ship,41.8,0.418,0.285,1.27,0.262,0,0.957,0.013,0.987,0.972,9.5,1.421053,-0.38126351599999997,0.0,0.0
Steel,2018,Chile,Primary,16.004,2.388,4.659,5.932,2.613,2.801,0.021,0.466,0.01,0.007,0.699,0.676,5.5,Recycled,128.9,Ship,41.2,0.412,0.391,0.686,0.4,0,0.979,0.01,0.99,0.9845,5.5,2.454545,-1.4164995525,0.0,0.0
Steel,2024,Canada,Secondary,8.117,0.954,0.477,1.597,0.605,5.437,0.746,0.831,0.62,0.357,0.829,0.525,11.5,Landfill,515.1,Truck,31.3,0.313,0.159,0.576,0.675,0,0.254,0.62,0.38,0.317,11.5,1.173913,0.627869579,0.62787,62.79
Aluminium,2022,Australia,Primary,71.826,14.182,10.34,45.477,9.06,6.949,0.019,0.3,0.006,0.012,0.52,0.361,13.7,Recycled,768.7,Truck,50.6,0.506,0.225,1.991,0.31,0,0.981,0.006,0.994,0.9875,13.7,0.985401,0.026916512499999934,0.026917,2.69
Nickel,2020,Brazil,Primary,72.05,10.258,22.885,34.554,7.695,6.917,0.022,0.3,0.007,0.164,0.335,0.251,0.5,Recycled,84.9,Ship,13.5,0.135,0.247,23.396,0.198,0,0.978,0.007,0.993,0.9855,0.5,27.0,-25.6085,0.0,0.0
Copper,2021,Germany,Primary,30.457,3.506,9.127,12.701,5.688,2.942,0.042,0.3,0.012,0.096,0.844,0.607,13.6,Recycled,125.5,Ship,36.9,0.369,0.064,7.969,0.362,0,0.958,0.012,0.988,0.973,13.6,0.992647,0.034154469000000076,0.034154,3.42
Nickel,2022,Brazil,Primary,73.187,7.92,27.477,37.321,3.959,4.43,0.026,0.304,0.008,0.133,0.077,0.285,0.5,Landfill,130.8,Ship,65.6,0.656,0.448,16.591,0.269,0,0.974,0.008,0.992,0.983,0.5,27.0,-25.541,0.0,0.0
Aluminium,2024,Canada,Secondary,6.031,1.259,0.37,0.681,0.205,4.774,0.783,0.91,0.713,0.945,0.311,0.672,3.5,Downcycled,31.6,Truck,29.2,0.292,0.638,1.326,0.641,0,0.217,0.713,0.287,0.252,3.5,3.857143,0.027999963999999933,0.028,2.8
Aluminium,2020,Germany,Secondary,5.415,1.034,0.426,0.522,0.323,4.144,0.78,0.877,0.684,0.826,0.521,0.307,4.2,Landfill,202.8,Truck+Ship,43.1,0.431,0.195,1.208,0.653,0,0.22,0.684,0.316,0.268,4.2,3.214286,0.13857135199999993,0.138571,13.86
Steel,2023,Brazil,Primary,21.418,2.249,5.637,8.758,3.809,3.213,0.027,0.308,0.008,0.005,0.291,0.502,2.4,Incinerated,209.6,Rail,25.7,0.257,0.115,0.602,0.244,0,0.973,0.008,0.992,0.9825,2.4,5.625,-4.5265625,0.0,0.0
Cobalt,2021,Germany,Primary,93.53,11.847,41.297,30.219,14.892,7.121,0.044,0.3,0.013,0.473,0.209,0.095,2.7,Downcycled,143.1,Truck+Ship,24.8,0.248,0.144,36.391,0.191,0,0.956,0.013,0.987,0.9715,2.7,5.0,-3.8575,0.0,0.0
Nickel,2023,Australia,Secondary,18.722,2.113,2.098,3.378,0.796,12.45,0.789,0.777,0.613,8.866,0.254,0.2,7.7,Incinerated,344.7,Truck,32.1,0.321,0.184,14.463,0.553,0,0.211,0.613,0.387,0.299,7.7,1.753247,0.475779147,0.475779,47.58
Steel,2018,Germany,Primary,18.253,1.498,4.84,7.427,3.059,2.928,0.021,0.3,0.006,0.006,0.241,0.499,10.4,Landfill,174.5,Truck+Ship,60.4,0.604,0.22,1.04,0.302,0,0.979,0.006,0.994,0.9865,10.4,1.298077,-0.2805529604999999,0.0,0.0
Zinc,2018,India,Secondary,9.334,1.318,0.347,1.392,0.849,6.746,0.616,0.917,0.565,0.899,0.493,0.472,5.2,Recycled,67.8,Truck,43.4,0.434,0.193,1.592,0.637,0,0.384,0.565,0.435,0.4095,5.2,2.596154,-0.06312506299999998,0.0,0.0
Aluminium,2020,Brazil,Primary,56.851,9.966,10.895,34.473,6.305,5.178,0.07,0.3,0.021,0.044,0.38,0.636,8.9,Recycled,6.1,Truck,39.6,0.396,0.138,2.104,0.307,0,0.93,0.021,0.979,0.9545,8.9,1.516854,-0.4478371429999999,0.0,0.0
Aluminium,2021,China,Primary,56.025,10.253,5.477,39.085,6.414,5.05,0.039,0.3,0.012,0.028,0.4,0.494,5.5,Recycled,584.0,Ship,30.0,0.3,0.474,2.366,0.269,0,0.961,0.012,0.988,0.9745,5.5,2.454545,-1.3919541025000002,0.0,0.0
Copper,2020,Brazil,Secondary,8.289,0.937,0.768,0.524,0.706,6.291,0.864,0.846,0.731,3.651,0.346,0.626,6.6,Recycled,82.0,Rail,9.7,0.097,0.571,4.994,0.604,0,0.136,0.731,0.269,0.2025,6.6,2.045455,0.5857953625,0.585795,58.58
Aluminium,2018,Germany,Primary,57.169,12.406,6.77,39.084,6.225,5.09,0.017,0.3,0.005,0.009,0.446,0.537,7.1,Landfill,317.2,Rail,51.2,0.512,0.217,1.713,0.317,0,0.983,0.005,0.995,0.989,7.1,1.901408,-0.880492512,0.0,0.0
Lithium,2022,Australia,Primary,94.13,10.845,51.377,19.285,12.606,10.862,0.009,0.3,0.003,0.169,0.53,0.173,4.2,Recycled,23.1,Truck,58.4,0.584,0.346,56.177,0.306,0,0.991,0.003,0.997,0.994,4.2,3.214286,-2.195000284,0.0,0.0
Aluminium,2020,China,Secondary,6.021,0.891,0.402,0.888,0.311,4.421,0.777,0.767,0.596,0.878,0.492,0.749,3.5,Recycled,217.9,Truck,41.2,0.412,0.043,1.473,0.655,0,0.223,0.596,0.404,0.3135,3.5,3.857143,-0.20921433050000005,0.0,0.0
Aluminium,2023,Germany,Primary,70.243,12.064,10.48,43.893,8.479,7.391,0.015,0.3,0.005,0.01,0.801,0.691,11.4,Recycled,82.5,Rail,46.8,0.468,0.3,1.917,0.377,0,0.985,0.005,0.995,0.99,11.4,1.184211,-0.17236889,0.0,0.0
Steel,2019,Brazil,Secondary,7.116,0.957,0.341,1.331,0.491,4.953,0.636,0.873,0.555,0.397,0.716,0.463,8.9,Recycled,116.9,Truck,39.2,0.392,0.016,0.715,0.653,0,0.364,0.555,0.445,0.4045,8.9,1.516854,0.386432557,0.386433,38.64
Zinc,2024,USA,Secondary,9.143,1.003,0.815,1.278,1.034,6.015,0.772,0.834,0.644,1.312,0.516,0.518,8.8,Recycled,443.8,Truck,0.0,0.0,0.701,2.037,0.572,0,0.228,0.644,0.356,0.292,8.8,1.534091,0.552045428,0.552045,55.2
Copper,2020,USA,Primary,29.914,3.953,7.812,14.932,4.543,2.627,0.022,0.305,0.007,0.037,0.247,0.407,6.6,Recycled,735.3,Ship,60.4,0.604,0.409,5.302,0.296,0,0.978,0.007,0.993,0.9855,6.6,2.045455,-1.0157959025000003,0.0,0.0
Copper,2024,USA,Primary,34.915,3.11,9.102,15.621,6.353,3.839,0.029,0.3,0.009,0.071,0.355,0.226,5.7,Downcycled,378.2,Ship,61.9,0.619,0.106,7.849,0.297,0,0.971,0.009,0.991,0.981,5.7,2.368421,-1.3234210010000003,0.0,0.0
Aluminium,2021,Australia,Primary,44.757,14.24,7.015,31.179,5.161,1.403,0.054,0.3,0.016,0.03,0.382,0.444,5.0,Recycled,23.0,Ship,38.2,0.382,0.308,1.862,0.282,0,0.946,0.016,0.984,0.965,5.0,2.7,-1.6055000000000001,0.0,0.0
Cobalt,2021,Australia,Primary,88.044,11.722,36.936,30.29,11.681,9.137,0.002,0.3,0.0,0.0,0.38,0.198,0.5,Recycled,22.7,Truck,26.4,0.264,0.319,37.232,0.22,0,0.998,0.0,1.0,0.999,0.5,27.0,-25.973,0.0,0.0
Lithium,2020,USA,Secondary,23.533,2.613,4.428,2.587,2.088,14.43,0.565,0.802,0.453,21.519,0.142,0.302,0.5,Incinerated,52.5,Rail,5.9,0.059,0.414,47.503,0.445,1,0.435,0.453,0.547,0.491,0.5,27.0,-12.257,0.0,0.0
Steel,2023,Australia,Secondary,7.613,0.529,0.861,0.948,0.816,4.988,0.589,0.778,0.459,0.344,0.456,0.268,7.6,Landfill,39.5,Rail,34.2,0.342,0.072,0.749,0.544,0,0.411,0.459,0.541,0.476,7.6,1.776316,0.154473584,0.154474,15.45
Steel,2020,Germany,Primary,21.527,2.376,7.006,8.315,3.006,3.201,0.044,0.3,0.013,0.012,0.452,0.267,9.4,Downcycled,72.5,Rail,4.1,0.041,0.27,0.9,0.204,0,0.956,0.013,0.987,0.9715,9.4,1.43617,-0.39523915500000006,0.0,0.0
Zinc,2018,Brazil,Primary,28.139,3.559,8.385,11.519,4.36,3.874,0.014,0.389,0.005,0.011,0.582,0.207,1.5,Downcycled,41.7,Air,29.0,0.29,0.158,2.106,0.286,0,0.986,0.005,0.995,0.9905,1.5,9.0,-7.9145,0.0,0.0
Zinc,2019,Chile,Secondary,9.246,1.21,0.458,1.036,0.703,7.049,0.615,0.833,0.512,0.848,0.393,0.435,0.5,Downcycled,408.5,Truck,28.7,0.287,0.083,1.656,0.564,0,0.385,0.512,0.488,0.4365,0.5,27.0,-10.7855,0.0,0.0
Cobalt,2020,Chile,Primary,89.107,10.747,34.857,29.922,15.53,8.797,0.001,0.3,0.0,0.0,0.244,0.187,3.1,Downcycled,32.0,Truck,25.1,0.251,0.151,35.988,0.196,0,0.999,0.0,1.0,0.9995,3.1,4.354839,-3.3526615805000004,0.0,0.0
Cobalt,2021,Chile,Secondary,17.314,3.305,2.369,2.743,1.799,10.403,0.726,0.861,0.625,15.656,0.291,0.151,0.6,Downcycled,181.4,Truck,13.4,0.134,0.207,25.049,0.525,0,0.274,0.625,0.375,0.3245,0.6,22.5,-6.3012500000000005,0.0,0.0
Aluminium,2022,Canada,Secondary,6.296,0.673,0.487,0.391,0.146,5.273,0.88,0.879,0.773,0.835,0.468,0.804,9.3,Recycled,11.9,Truck,47.9,0.479,0.325,1.08,0.73,0,0.12,0.773,0.227,0.1735,9.3,1.451613,0.7481451445,0.748145,74.81
Lithium,2021,China,Secondary,23.086,3.281,4.502,3.849,1.83,12.906,0.75,0.839,0.629,27.191,0.133,0.243,0.5,Recycled,26.2,Air,45.8,0.458,0.328,43.229,0.575,0,0.25,0.629,0.371,0.3105,0.5,27.0,-7.3835,0.0,0.0
Nickel,2021,USA,Secondary,16.457,2.339,1.449,1.942,1.028,12.038,0.88,0.82,0.722,8.935,0.302,0.363,2.9,Recycled,206.6,Truck,10.7,0.107,0.477,12.376,0.569,0,0.12,0.722,0.278,0.199,2.9,4.655172,0.07362077199999995,0.073621,7.36
Nickel,2021,Brazil,Primary,66.08,9.864,21.505,33.264,7.041,4.27,0.025,0.3,0.007,0.136,0.12,0.306,7.4,Landfill,338.9,Truck+Ship,38.0,0.38,0.151,19.478,0.221,0,0.975,0.007,0.993,0.984,7.4,1.824324,-0.795134816,0.0,0.0
Zinc,2022,India,Primary,36.393,3.347,10.367,15.32,5.754,4.953,0.044,0.3,0.013,0.029,0.684,0.685,0.5,Recycled,103.9,Truck,19.1,0.191,0.215,2.23,0.31,0,0.956,0.013,0.987,0.9715,0.5,27.0,-25.2305,0.0,0.0
Steel,2019,Chile,Primary,16.716,2.244,5.035,6.167,2.301,3.212,0.023,0.331,0.008,0.009,0.292,0.509,4.0,Landfill,1106.9,Ship,42.3,0.423,0.147,1.088,0.284,0,0.977,0.008,0.992,0.9845,4.0,3.375,-2.3226875000000002,0.0,0.0
Copper,2021,Australia,Primary,30.257,4.848,7.366,13.86,6.293,2.737,0.017,0.3,0.005,0.027,0.533,0.579,6.4,Landfill,503.4,Truck,46.7,0.467,0.166,5.449,0.326,0,0.983,0.005,0.995,0.989,6.4,2.109375,-1.0861718749999998,0.0,0.0
Zinc,2023,Australia,Primary,28.271,4.058,6.892,12.6,4.159,4.62,0.016,0.3,0.005,0.009,0.504,0.497,2.7,Recycled,681.9,Truck,32.0,0.32,0.03,1.891,0.283,0,0.984,0.005,0.995,0.9895,2.7,5.0,-3.9475,0.0,0.0
Copper,2021,China,Primary,32.875,3.455,8.346,14.852,6.132,3.545,0.004,0.3,0.001,0.008,0.319,0.424,8.1,Recycled,285.0,Truck+Ship,74.0,0.74,0.36,7.594,0.329,0,0.996,0.001,0.999,0.9975,8.1,1.666667,-0.6625003325000001,0.0,0.0
Aluminium,2023,China,Secondary,6.734,1.236,0.448,0.815,0.259,5.212,0.852,0.797,0.679,0.792,0.474,0.513,3.2,Recycled,33.8,Ship,47.1,0.471,0.319,1.167,0.669,0,0.148,0.679,0.321,0.2345,3.2,4.21875,0.010703125000000036,0.010703,1.07
Copper,2018,Germany,Primary,28.647,3.188,8.111,12.478,5.105,2.953,0.008,0.3,0.002,0.013,0.684,0.349,8.4,Recycled,313.1,Ship,16.8,0.168,0.133,6.642,0.263,0,0.992,0.002,0.998,0.995,8.4,1.607143,-0.5991072849999999,0.0,0.0
Aluminium,2018,Chile,Primary,53.555,13.711,6.925,36.856,4.207,5.567,0.026,0.351,0.009,0.017,0.361,0.181,0.7,Recycled,16.4,Truck,61.7,0.617,0.34,1.909,0.307,0,0.974,0.009,0.991,0.9825,0.7,19.285714,-17.948214005,0.0,0.0
Copper,2019,Germany,Primary,23.356,3.838,5.901,9.818,4.189,3.449,0.029,0.3,0.009,0.056,0.425,0.814,7.9,Downcycled,154.0,Air,44.0,0.44,0.248,6.266,0.33,0,0.971,0.009,0.991,0.981,7.9,1.708861,-0.6763926409999999,0.0,0.0
Lithium,2019,Germany,Primary,77.023,11.354,38.306,17.062,10.606,11.049,0.028,0.327,0.009,0.477,0.365,0.29,5.9,Landfill,375.6,Truck+Ship,5.4,0.054,0.121,52.985,0.2,0,0.972,0.009,0.991,0.9815,5.9,2.288136,-1.2458054840000004,0.0,0.0
Steel,2021,USA,Primary,17.1,2.227,5.506,6.244,2.911,2.439,0.021,0.3,0.006,0.006,0.778,0.389,11.0,Recycled,111.5,Ship,50.6,0.506,0.372,0.932,0.352,0,0.979,0.006,0.994,0.9865,11.0,1.227273,-0.21070481450000011,0.0,0.0
Copper,2023,India,Primary,25.437,3.368,7.186,11.867,4.259,2.125,0.028,0.381,0.011,0.072,0.678,0.376,7.6,Recycled,44.6,Ship,23.3,0.233,0.363,6.506,0.307,0,0.972,0.011,0.989,0.9805,7.6,1.776316,-0.741677838,0.0,0.0
Zinc,2021,Chile,Secondary,7.388,1.491,0.352,0.729,0.941,5.366,0.713,0.777,0.554,1.198,0.695,0.597,6.4,Recycled,227.6,Truck,27.4,0.274,0.313,2.163,0.63,0,0.287,0.554,0.446,0.3665,6.4,2.109375,0.2269140625,0.226914,22.69
Copper,2018,Brazil,Primary,29.094,4.134,7.995,12.643,6.153,2.304,0.064,0.395,0.025,0.175,0.351,0.406,5.2,Incinerated,264.9,Truck,37.2,0.372,0.253,7.01,0.302,0,0.936,0.025,0.975,0.9555,5.2,2.596154,-1.480625147,0.0,0.0
Cobalt,2018,Australia,Primary,99.123,13.53,38.551,35.599,12.843,12.13,0.003,0.466,0.002,0.073,0.295,0.064,3.6,Recycled,55.7,Rail,25.6,0.256,0.279,36.499,0.242,0,0.997,0.002,0.998,0.9975,3.6,3.75,-2.740625,0.0,0.0
Copper,2023,China,Secondary,7.807,1.288,0.437,1.082,0.592,5.696,0.759,0.766,0.582,3.338,0.38,0.365,13.1,Downcycled,453.8,Truck,6.4,0.064,0.315,5.735,0.526,0,0.241,0.582,0.418,0.3295,13.1,1.030534,0.6604390469999999,0.660439,66.04
Aluminium,2019,USA,Secondary,7.212,1.018,0.095,0.5,0.496,6.121,0.52,0.783,0.407,0.457,0.558,0.641,9.7,Downcycled,314.4,Truck+Ship,39.2,0.392,0.164,1.122,0.591,0,0.48,0.407,0.593,0.5365,9.7,1.391753,0.2533245155,0.253325,25.33
Aluminium,2019,Australia,Secondary,6.169,0.556,0.177,0.741,0.318,4.932,0.797,0.77,0.614,0.698,0.739,0.259,9.4,Incinerated,22.0,Ship,14.5,0.145,0.369,1.137,0.596,0,0.203,0.614,0.386,0.2945,9.4,1.43617,0.577047935,0.577048,57.7
Aluminium,2020,Chile,Primary,70.225,13.824,13.813,49.76,3.463,3.189,0.057,0.3,0.017,0.034,0.119,0.556,6.1,Landfill,124.9,Ship,26.9,0.269,0.261,1.978,0.232,0,0.943,0.017,0.983,0.963,6.1,2.213115,-1.1312297450000002,0.0,0.0
Aluminium,2024,Canada,Primary,57.922,12.081,7.862,36.519,7.114,6.426,0.02,0.3,0.006,0.012,0.803,0.393,4.8,Recycled,47.1,Air,50.4,0.504,0.265,1.996,0.356,0,0.98,0.006,0.994,0.987,4.8,2.8125,-1.7759375,0.0,0.0
Aluminium,2024,Australia,Primary,64.577,12.811,9.729,42.905,5.595,6.348,0.082,0.3,0.024,0.047,0.268,0.4,9.6,Landfill,27.5,Air,42.8,0.428,0.158,1.946,0.276,0,0.918,0.024,0.976,0.947,9.6,1.40625,-0.33171874999999984,0.0,0.0
Cobalt,2020,Australia,Primary,79.848,11.443,30.867,30.12,12.373,6.488,0.045,0.3,0.013,0.471,0.108,0.375,1.4,Recycled,6.7,Air,25.1,0.251,0.282,36.246,0.205,0,0.955,0.013,0.987,0.971,1.4,9.642857,-8.363214146999999,0.0,0.0
